,state,agi_stub,returns,agi,wages,dividends,capital_gains,business_total,year,agi_stub_cat
4563,SD,9,2480,1687820,710113,74360,226576,45991545473,2012.0,"$500,000 under $1,000,000"
4564,SD,10,1100,3278082,576531,145037,779659,143957239853,2012.0,"$1,000,000 or more"
4565,TN,0,3147880,205841108,143347795,4252451,13975541,850462110338882,2012.0,No AGI Stub
4566,TN,1,42930,-3202856,308061,85777,290691,-1138757-334492,2012.0,Under $1
4567,TN,2,409600,2123773,1740783,31055,16218,-10216189738,2012.0,"$1 under $10,000"
4568,TN,3,681440,11719485,9222342,77085,55298,137121082028,2012.0,"$10,000 under $25,000"
4569,TN,4,810680,29389569,24788787,151960,147822,78844845981,2012.0,"$25,000 under $50,000"
4570,TN,5,440400,27010116,21304582,198284,215493,125988818088,2012.0,"$50,000 under $75,000"
4571,TN,6,267340,23156998,17502395,218627,271564,166269752676,2012.0,"$75,000 under $100,000"
4572,TN,7,366170,49209615,35891700,725910,1151879,8186622102034,2012.0,"$100,000 under $200,000"
4573,TN,8,104360,29955951,19111413,883633,1796666,20442122548253,2012.0,"$200,000 under $500,000"
4574,TN,9,16990,11446804,6097291,475953,1267632,18776831032612,2012.0,"$500,000 under $1,000,000"
4575,TN,10,7970,25031653,7380441,1404167,8762278,45282241301964,2012.0,"$1,000,000 or more"
4576,TX,0,13334090,975783522,699660052,24303555,74785385,5216142130141306,2012.0,No AGI Stub
4577,TX,1,207520,-28221694,2012019,781338,1962884,-8311061-2262078,2012.0,Under $1
4578,TX,2,1670590,8476052,7290191,125770,71819,-92977840846,2012.0,"$1 under $10,000"
4579,TX,3,2903060,49882370,40757952,293411,221673,-240875339798,2012.0,"$10,000 under $25,000"
4580,TX,4,3205110,116242776,101605666,591267,518222,2657713209156,2012.0,"$25,000 under $50,000"
4581,TX,5,1797030,110069502,91722107,804390,786971,5091252316388,2012.0,"$50,000 under $75,000"
4582,TX,6,1088500,94315326,75102981,961160,1008981,7127522064206,2012.0,"$75,000 under $100,000"
4583,TX,7,1721510,235210048,183052010,3324369,4555226,38724716150010,2012.0,"$100,000 under $200,000"
4584,TX,8,597500,171373643,120973858,4709377,8642345,107696387059686,2012.0,"$200,000 under $500,000"
4585,TX,9,95320,64236242,35749856,2752248,6772682,108401072739814,2012.0,"$500,000 under $1,000,000"
4586,TX,10,47940,154199257,41393412,9960225,50244582,336196822683480,2012.0,"$1,000,000 or more"
4587,UT,0,1430720,106828253,74940536,1892673,10051942,80250401981328,2012.0,No AGI Stub
4588,UT,1,18040,-2395591,220446,44814,194035,-858133-116597,2012.0,Under $1
4589,UT,2,176650,900800,796416,12611,9392,-1138252928,2012.0,"$1 under $10,000"
4590,UT,3,251170,4346264,3622004,31070,31153,12289240793,2012.0,"$10,000 under $25,000"
4591,UT,4,340120,12392037,10603739,60698,68454,110028303957,2012.0,"$25,000 under $50,000"
4592,UT,5,215760,13310626,10904030,78657,97037,206278232690,2012.0,"$50,000 under $75,000"
4593,UT,6,147990,12837316,10238607,87558,133848,270915198012,2012.0,"$75,000 under $100,000"
4594,UT,7,212950,28602956,22229656,291130,627853,1158500439452,2012.0,"$100,000 under $200,000"
4595,UT,8,55340,15803802,10229083,363766,1149145,2245852380137,2012.0,"$200,000 under $500,000"
4596,UT,9,8550,5721228,2760500,220885,785603,1487117134081,2012.0,"$500,000 under $1,000,000"
4597,UT,10,4160,15308815,3336055,701484,6955422,3403576115875,2012.0,"$1,000,000 or more"
4598,VT,0,331630,22419008,14776991,871048,1807699,1024823895068,2012.0,No AGI Stub
4599,VT,1,5900,-323831,31489,10257,19888,-70933-17806,2012.0,Under $1
4600,VT,2,44900,218375,161859,7384,2377,-203519009,2012.0,"$1 under $10,000"
4601,VT,3,55060,950011,682097,19662,12594,364882359,2012.0,"$10,000 under $25,000"
4602,VT,4,84720,3105071,2525188,37124,33273,12912129857,2012.0,"$25,000 under $50,000"
4603,VT,5,49220,3022207,2270381,51245,48200,22706106672,2012.0,"$50,000 under $75,000"
4604,VT,6,31470,2730176,1956260,56245,56759,3273098072,2012.0,"$75,000 under $100,000"
4605,VT,7,46150,6202823,4322808,182055,223664,146383231311,2012.0,"$100,000 under $200,000"
4606,VT,8,11900,3370872,1952022,202444,307349,286027162348,2012.0,"$200,000 under $500,000"
4607,VT,9,1640,1089096,485487,87995,179648,21056543993,2012.0,"$500,000 under $1,000,000"
4608,VT,10,660,2054208,389400,216637,923947,38282039253,2012.0,"$1,000,000 or more"
4609,VA,0,4063070,337258295,237220725,8494143,19756783,189235438691696,2012.0,No AGI Stub
4610,VA,1,47310,-3842731,425862,103517,352697,-1174104-295210,2012.0,Under $1
4611,VA,2,475380,2396678,2064651,47388,24507,-20068210324,2012.0,"$1 under $10,000"
4612,VA,3,707790,12236889,9772819,121189,75869,16509978163,2012.0,"$10,000 under $25,000"
4613,VA,4,901760,32936652,27803525,248511,188189,133240835127,2012.0,"$25,000 under $50,000"
4614,VA,5,560340,34493597,27322586,363956,290254,228037626331,2012.0,"$50,000 under $75,000"
4615,VA,6,384160,33362426,25378082,446740,398693,285965552447,2012.0,"$75,000 under $100,000"
4616,VA,7,680130,94003006,69683548,1755276,1926330,13543951811392,2012.0,"$100,000 under $200,000"
4617,VA,8,262230,73921014,51901268,2285767,3477841,39251872408964,2012.0,"$200,000 under $500,000"
4618,VA,9,30810,20551972,11718515,985251,1884112,3890071802988,2012.0,"$500,000 under $1,000,000"
4619,VA,10,13170,37198792,11149869,2136548,11138291,10284311761170,2012.0,"$1,000,000 or more"
4620,WA,0,3757740,345740032,238278074,11663228,29888989,161926398974907,2012.0,No AGI Stub
4621,WA,1,52550,-4792768,451978,119594,351159,-1549282-373782,2012.0,Under $1
4622,WA,2,367660,1862910,1578424,53528,20696,-20736143194,2012.0,"$1 under $10,000"
4623,WA,3,563940,9853359,7605991,140954,82925,19770671011,2012.0,"$10,000 under $25,000"
4624,WA,4,861990,31592517,25959851,277383,224306,1254281074250,2012.0,"$25,000 under $50,000"
4625,WA,5,562050,34653965,26957220,388947,357855,262636925710,2012.0,"$50,000 under $75,000"
4626,WA,6,385360,33455526,25078216,464256,474202,356428815877,2012.0,"$75,000 under $100,000"
4627,WA,7,662100,91175125,68501995,1536471,2279257,17826232234241,2012.0,"$100,000 under $200,000"
4628,WA,8,248550,71631409,51362860,1960228,4804010,43889002127988,2012.0,"$200,000 under $500,000"
4629,WA,9,37660,25146406,15276626,1030999,3183981,3526630676271,2012.0,"$500,000 under $1,000,000"
4630,WA,10,15890,51161583,15504913,5690868,18110598,7300242680147,2012.0,"$1,000,000 or more"
4631,WV,0,781130,42994029,31165976,659849,1026113,14658081132913,2012.0,No AGI Stub
4632,WV,1,10060,-492121,50831,8564,16451,-104906-50304,2012.0,Under $1
4633,WV,2,114060,578552,445142,7756,2432,-279229724,2012.0,"$1 under $10,000"
4634,WV,3,172680,2980711,2230207,21966,13687,3715134922,2012.0,"$10,000 under $25,000"
4635,WV,4,188560,6812719,5376514,40508,31033,14188120429,2012.0,"$25,000 under $50,000"
4636,WV,5,111360,6857471,5215078,53092,44778,24754108575,2012.0,"$50,000 under $75,000"
4637,WV,6,74110,6417782,4880204,55500,53204,3400594790,2012.0,"$75,000 under $100,000"
4638,WV,7,90590,11969036,8977345,156916,191000,165828256887,2012.0,"$100,000 under $200,000"
4639,WV,8,16680,4695896,2886174,144520,218530,439375270878,2012.0,"$200,000 under $500,000"
4640,WV,9,2260,1512801,715219,67823,132592,312707100721,2012.0,"$500,000 under $1,000,000"
4641,WV,10,770,1661182,389262,103204,322406,57893466291,2012.0,"$1,000,000 or more"
4642,WI,0,2913050,202836955,140572880,4724454,11126064,116612434890148,2012.0,No AGI Stub
4643,WI,1,37610,-2855784,289104,54621,214079,-809115-172954,2012.0,Under $1
4644,WI,2,371380,1878709,1538695,42104,27459,-1066594608,2012.0,"$1 under $10,000"
4645,WI,3,496770,8558574,6388626,117878,100820,12599467064,2012.0,"$10,000 under $25,000"
4646,WI,4,713100,26199213,21218464,231186,238754,89589615181,2012.0,"$25,000 under $50,000"
4647,WI,5,443390,27278534,20666202,305185,340675,134085582631,2012.0,"$50,000 under $75,000"
4648,WI,6,299850,26039023,19102603,335558,400648,192343557945,2012.0,"$75,000 under $100,000"
4649,WI,7,430980,57521949,42550634,995907,1472685,10154291313468,2012.0,"$100,000 under $200,000"
4650,WI,8,98810,28023853,18343411,958380,1794426,2363925984008,2012.0,"$200,000 under $500,000"
4651,WI,9,14550,9754324,5356179,454202,1054442,1890108290894,2012.0,"$500,000 under $1,000,000"
4652,WI,10,6600,20438560,5118962,1229433,5482076,6782945157303,2012.0,"$1,000,000 or more"
4653,WY,0,280640,23510461,13468456,1463959,3090654,1311035531593,2012.0,No AGI Stub
4654,WY,1,5380,-790516,54395,25754,103952,-274757-55097,2012.0,Under $1
4655,WY,2,33450,169346,141496,4222,3269,-38199390,2012.0,"$1 under $10,000"
4656,WY,3,47950,830798,651215,11932,9888,-175445613,2012.0,"$10,000 under $25,000"
4657,WY,4,62290,2277981,1824149,22179,25635,975670298,2012.0,"$25,000 under $50,000"
4658,WY,5,41660,2572691,1950648,30370,40527,1535061283,2012.0,"$50,000 under $75,000"
4659,WY,6,30680,2667874,1979687,33401,49198,2360158457,2012.0,"$75,000 under $100,000"
4660,WY,7,46440,6210339,4483970,105440,190968,175753141498,2012.0,"$100,000 under $200,000"
4661,WY,8,9910,2806929,1375675,137838,289440,397250119215,2012.0,"$200,000 under $500,000"
4662,WY,9,1610,1089027,342041,88865,206502,26719933734,2012.0,"$500,000 under $1,000,000"
4663,WY,10,1270,5675992,665180,1003958,2171275,70245647202,2012.0,"$1,000,000 or more"
4664,OA,0,805950,74292504,64046502,4779956,11340532,37823412625293,2012.0,No AGI Stub
4665,OA,1,129120,-1322764,4283592,31572,171593,-401880106827,2012.0,Under $1
4666,OA,2,171650,554451,5258760,65365,29479,8723264818,2012.0,"$1 under $10,000"
4667,OA,3,109400,1891446,3017337,116235,81224,9207185196,2012.0,"$10,000 under $25,000"
4668,OA,4,133680,4833336,5169231,203704,147330,15079228011,2012.0,"$25,000 under $50,000"
4669,OA,5,74420,4581770,4368520,199659,152079,22808179605,2012.0,"$50,000 under $75,000"
4670,OA,6,47800,4143324,3774546,176384,157710,26099142371,2012.0,"$75,000 under $100,000"
4671,OA,7,78900,10931646,9558385,504440,555473,86779395054,2012.0,"$100,000 under $200,000"
4672,OA,8,41400,12474140,10453680,650663,923133,249801500118,2012.0,"$200,000 under $500,000"
4673,OA,9,11630,8011408,6200266,465861,786608,373906246694,2012.0,"$500,000 under $1,000,000"
4674,OA,10,7950,28193747,11962185,2366073,8335903,3391819376599,2012.0,"$1,000,000 or more"
4675,PR,0,65100,2829205,1900914,191127,305282,90180138931,2012.0,No AGI Stub
4676,PR,1,5460,-343993,24570,31291,10068,-138415-18420,2012.0,Under $1
4677,PR,2,11690,59092,69333,3056,365,62514590,2012.0,"$1 under $10,000"
4678,PR,3,14600,249124,165048,6070,1925,166321970,2012.0,"$10,000 under $25,000"
4679,PR,4,15280,556371,343736,12696,3388,926729290,2012.0,"$25,000 under $50,000"
4680,PR,5,8940,548506,404405,11354,3147,251815223,2012.0,"$50,000 under $75,000"
4681,PR,6,4320,370869,272000,10983,3843,10859652,2012.0,"$75,000 under $100,000"
4682,PR,7,3630,474847,334717,24698,12905,281528488,2012.0,"$100,000 under $200,000"
4683,PR,8,920,257249,159870,36765,22062,1155617474,2012.0,"$200,000 under $500,000"
4684,PR,9,140,94850,37799,13600,11863,153333198,2012.0,"$500,000 under $1,000,000"
4685,PR,10,130,562290,89436,40614,235716,18373317466,2012.0,"$1,000,000 or more"
4686,US,0,164041940,12555618999,8390581092,322842761,1121205810,712886393344749061,2012.0,No AGI Stub
4687,US,1,5442540,-271457302,29819065,6637464,21508806,-95789785-18833718,2012.0,Under $1
4688,US,2,20515530,99270881,75542910,2586249,911882,-17757379963871,2012.0,"$1 under $10,000"
4689,US,3,30208360,525030858,353287280,5839621,3806699,-48191638115964,2012.0,"$10,000 under $25,000"
4690,US,4,39117390,1422279780,1102591863,10781469,9531094,380409240637897,2012.0,"$25,000 under $50,000"
4691,US,5,22644260,1391425600,1061577806,13994450,14380193,831030032082089,2012.0,"$50,000 under $75,000"
4692,US,6,14313280,1240454578,914359664,15248934,18078629,1105095627376416,2012.0,"$75,000 under $100,000"
4693,US,7,22395780,3053966117,2253144738,48943425,77692941,5449786673221072,2012.0,"$100,000 under $200,000"
4694,US,8,7563550,2171157478,1511301918,58625847,141932609,14177785077795519,2012.0,"$200,000 under $500,000"
4695,US,9,1232700,830115434,483334684,32559379,103277784,13349866130135089,2012.0,"$500,000 under $1,000,000"
4696,US,10,608540,2093375575,605621164,127625923,730085173,45799410634254862,2012.0,"$1,000,000 or more"
4697,AL,0,2246870,136898878,94539127,2440092,7357151,80533953386805,2012.0,No AGI Stub
4698,AL,1,84760,-2180700,277929,40663,145819,-727523-263408,2012.0,Under $1
4699,AL,2,294220,1458820,1114396,25054,11217,-18962126687,2012.0,"$1 under $10,000"
4700,AL,3,490940,8536257,6227767,56206,36970,-8017486661,2012.0,"$10,000 under $25,000"
4701,AL,4,554350,19926249,15976249,103815,89702,27939300222,2012.0,"$25,000 under $50,000"
4702,AL,5,290340,17805549,13682144,132680,134527,72572298345,2012.0,"$50,000 under $75,000"
4703,AL,6,181260,15707705,11616928,150806,176934,109392280169,2012.0,"$75,000 under $100,000"
4704,AL,7,267650,36143472,26759649,463832,748422,617882769434,2012.0,"$100,000 under $200,000"
4705,AL,8,68790,19302651,12501380,487892,1171506,1655136855393,2012.0,"$200,000 under $500,000"
4706,AL,9,9830,6634103,3295679,257387,776166,1565620308825,2012.0,"$500,000 under $1,000,000"
4707,AL,10,4750,13564772,3087006,721757,4065888,4759356224477,2012.0,"$1,000,000 or more"
4708,AK,0,359870,26149461,18047447,432815,1127815,1377804708797,2012.0,No AGI Stub
4709,AK,1,9540,-445588,65066,5821,28912,-207020-70655,2012.0,Under $1
4710,AK,2,47930,201497,130513,7106,2510,-39797624,2012.0,"$1 under $10,000"
4711,AK,3,53750,942742,661584,11793,6552,-62647473,2012.0,"$10,000 under $25,000"
4712,AK,4,80280,2942307,2320977,20329,19583,364487518,2012.0,"$25,000 under $50,000"
4713,AK,5,51500,3174314,2431822,26807,30258,1242180609,2012.0,"$50,000 under $75,000"
4714,AK,6,36140,3136716,2304266,30426,41226,2116469959,2012.0,"$75,000 under $100,000"
4715,AK,7,60880,8347619,6019665,100557,187635,122658223023,2012.0,"$100,000 under $200,000"
4716,AK,8,16930,4720063,3020650,104319,310762,353240183969,2012.0,"$200,000 under $500,000"
4717,AK,9,2100,1387349,671471,45939,171896,31293064140,2012.0,"$500,000 under $1,000,000"
4718,AK,10,830,1742442,421433,79718,328481,76337215137,2012.0,"$1,000,000 or more"
4719,AZ,0,3450640,240960448,158752765,5596658,20311613,140286736577451,2012.0,No AGI Stub
4720,AZ,1,127590,-5507908,476346,113517,350006,-1513252-407314,2012.0,Under $1
4721,AZ,2,389980,1929905,1319580,58249,5704,-27846185863,2012.0,"$1 under $10,000"
4722,AZ,3,659040,11529275,7921953,134822,73981,-7982859058,2012.0,"$10,000 under $25,000"
4723,AZ,4,890450,32230486,25782370,240759,192692,82740946119,2012.0,"$25,000 under $50,000"
4724,AZ,5,475760,29196344,21966672,303366,315002,184865699578,2012.0,"$50,000 under $75,000"
4725,AZ,6,294010,25476938,18173358,327858,404464,257309574737,2012.0,"$75,000 under $100,000"
4726,AZ,7,445290,60480593,42435252,1021911,1865490,12922011428433,2012.0,"$100,000 under $200,000"
4727,AZ,8,137920,39279403,25419888,1096269,3231239,30352531315752,2012.0,"$200,000 under $500,000"
4728,AZ,9,20480,13785312,7021166,546773,2081757,2666405463329,2012.0,"$500,000 under $1,000,000"
4729,AZ,10,10110,32560100,8236180,1753134,11791278,8058980511896,2012.0,"$1,000,000 or more"
4730,AR,0,1351370,83014315,54135235,4026038,7548023,41544131981329,2012.0,No AGI Stub
4731,AR,1,56370,-1795861,190214,34753,89062,-425996-149137,2012.0,Under $1
4732,AR,2,184120,909931,681551,15252,6572,-1198488019,2012.0,"$1 under $10,000"
4733,AR,3,297160,5174649,3757044,37033,30713,-5557377926,2012.0,"$10,000 under $25,000"
4734,AR,4,340340,12227185,9902394,65955,74477,32711336311,2012.0,"$25,000 under $50,000"
4735,AR,5,176860,10857498,8275635,78634,104947,72626233183,2012.0,"$50,000 under $75,000"
4736,AR,6,108230,9369613,6892387,82256,132287,102388187641,2012.0,"$75,000 under $100,000"
4737,AR,7,143220,19157716,13866448,242223,489351,511337389766,2012.0,"$100,000 under $200,000"
4738,AR,8,37260,10631007,6961165,249759,682509,1113950324494,2012.0,"$200,000 under $500,000"
4739,AR,9,5410,3632826,1972619,133802,396961,758769127295,2012.0,"$500,000 under $1,000,000"
4740,AR,10,2400,12849751,1635778,3086371,5541144,200616965831,2012.0,"$1,000,000 or more"
4741,CA,0,19556780,1773827624,1183235687,45093507,195140163,10154862752518311,2012.0,No AGI Stub
4742,CA,1,676300,-44549068,3745098,1057183,3360626,-14089852-2510401,2012.0,Under $1
4743,CA,2,2216660,10937058,7241192,285707,95553,-2333881517367,2012.0,"$1 under $10,000"
4744,CA,3,3458480,60385776,37879995,628058,414506,-1277185495966,2012.0,"$10,000 under $25,000"
4745,CA,4,4591980,166589726,126587129,1184008,1066982,3535776746101,2012.0,"$25,000 under $50,000"
4746,CA,5,2628410,161536238,125417125,1523047,1601101,9065034763650,2012.0,"$50,000 under $75,000"
4747,CA,6,1668730,144597268,108622556,1674233,1990117,12911753819509,2012.0,"$75,000 under $100,000"
4748,CA,7,2765740,382237266,283944537,5757145,9382837,635439110046641,2012.0,"$100,000 under $200,000"
4749,CA,8,1210220,353151821,254985481,7921532,22674533,1928358611529004,2012.0,"$200,000 under $500,000"
4750,CA,9,230770,155579151,99350105,4694545,19836832,189933134691626,2012.0,"$500,000 under $1,000,000"
4751,CA,10,109480,383362388,135462469,20368049,134717076,688170406418848,2012.0,"$1,000,000 or more"
4752,CO,0,2934530,249099436,166556208,6271115,24894340,141502057491925,2012.0,No AGI Stub
4753,CO,1,83240,-5807419,559478,121469,396939,-2851562-380213,2012.0,Under $1
4754,CO,2,316390,1551203,1200180,53348,28006,-44986162745,2012.0,"$1 under $10,000"
4755,CO,3,456390,7929056,5476958,122884,90485,-13978695079,2012.0,"$10,000 under $25,000"
4756,CO,4,683190,25131667,19655242,231412,220634,954111068735,2012.0,"$25,000 under $50,000"
4757,CO,5,435490,26783755,20660325,301654,336740,243739859818,2012.0,"$50,000 under $75,000"
4758,CO,6,279570,24230045,17996536,329874,408951,349180691370,2012.0,"$75,000 under $100,000"
4759,CO,7,468810,64500507,47493278,1106319,1954686,17375871787113,2012.0,"$100,000 under $200,000"
4760,CO,8,173260,49731048,33679157,1337080,4078182,41377971592709,2012.0,"$200,000 under $500,000"
4761,CO,9,25860,17397704,9108259,676953,2736321,3345842494640,2012.0,"$500,000 under $1,000,000"
4762,CO,10,12330,37651870,10726795,1990122,14643396,7151175519929,2012.0,"$1,000,000 or more"
4763,CT,0,1858430,188489908,122593122,6158725,20833706,87597106490338,2012.0,No AGI Stub
4764,CT,1,51910,-3603433,273764,111255,272281,-1233843-260357,2012.0,Under $1
4765,CT,2,220470,1039480,715200,40566,12480,-56120101206,2012.0,"$1 under $10,000"
4766,CT,3,289700,5031102,3195501,82429,47622,-4359379304,2012.0,"$10,000 under $25,000"
4767,CT,4,397070,14547357,10844643,155389,115522,37488544218,2012.0,"$25,000 under $50,000"
4768,CT,5,262580,16196618,12137081,204988,173383,68011467287,2012.0,"$50,000 under $75,000"
4769,CT,6,175670,15227773,10957559,239683,227904,94611434427,2012.0,"$75,000 under $100,000"
4770,CT,7,303680,42045901,30711415,810322,1013613,5057821371827,2012.0,"$100,000 under $200,000"
4771,CT,8,121780,35199098,25381035,1075167,1915082,16238881714133,2012.0,"$200,000 under $500,000"
4772,CT,9,22710,15397389,10122095,669334,1500545,1726558737236,2012.0,"$500,000 under $1,000,000"
4773,CT,10,12870,47408623,18254829,2769592,15555274,59976941001057,2012.0,"$1,000,000 or more"
4774,DE,0,510060,36458529,24100381,883772,1870698,1893459850442,2012.0,No AGI Stub
4775,DE,1,12970,-454342,47778,9299,20661,-117320-45793,2012.0,Under $1
4776,DE,2,60450,299457,221609,7551,1402,-328324169,2012.0,"$1 under $10,000"
4777,DE,3,88840,1545857,1046163,18179,8554,47585583,2012.0,"$10,000 under $25,000"
4778,DE,4,121550,4430756,3357587,36855,25326,13290105322,2012.0,"$25,000 under $50,000"
4779,DE,5,73310,4514114,3251274,51162,41632,2281588046,2012.0,"$50,000 under $75,000"
4780,DE,6,48470,4201877,2859015,55963,52797,3155973423,2012.0,"$75,000 under $100,000"
4781,DE,7,78250,10678570,7369903,183727,246180,140472208433,2012.0,"$100,000 under $200,000"
4782,DE,8,22230,6236958,4136068,179201,405688,383634200812,2012.0,"$200,000 under $500,000"
4783,DE,9,2730,1829943,980798,83283,228631,34793263443,2012.0,"$500,000 under $1,000,000"
4784,DE,10,1270,3175339,830186,258552,839827,107388547004,2012.0,"$1,000,000 or more"
4785,DC,0,353430,39405408,26537847,1100639,4207491,28175331344219,2012.0,No AGI Stub
4786,DC,1,11920,-917396,93438,23438,121746,-326727-36713,2012.0,Under $1
4787,DC,2,34080,159440,122965,4393,2429,-368220672,2012.0,"$1 under $10,000"
4788,DC,3,47040,817427,556013,8564,6559,-132764007,2012.0,"$10,000 under $25,000"
4789,DC,4,72020,2665098,2151089,15949,17671,26652608,2012.0,"$25,000 under $50,000"
4790,DC,5,55820,3450053,2972253,27323,27235,329862818,2012.0,"$50,000 under $75,000"
4791,DC,6,36490,3158012,2690564,34268,37294,740862212,2012.0,"$75,000 under $100,000"
4792,DC,7,57970,8019153,6588661,147348,178834,49913225875,2012.0,"$100,000 under $200,000"
4793,DC,8,30050,8879663,6793878,257968,452314,302896384395,2012.0,"$200,000 under $500,000"
4794,DC,9,5350,3585474,2106558,154883,372957,621926195106,2012.0,"$500,000 under $1,000,000"
4795,DC,10,2700,9588484,2462428,426505,2990452,2163562313239,2012.0,"$1,000,000 or more"
4796,FL,0,11232230,866114612,490123638,33517917,133650279,7065710821763005,2012.0,No AGI Stub
4797,FL,1,430850,-29392453,2302740,836430,2532580,-10551996-1629313,2012.0,Under $1
4798,FL,2,1509020,7278024,5160138,216333,41823,-1580011077070,2012.0,"$1 under $10,000"
4799,FL,3,2451810,42300767,29882575,513794,273478,2047203929943,2012.0,"$10,000 under $25,000"
4800,FL,4,2729140,98192694,77792235,928792,745797,9557232589688,2012.0,"$25,000 under $50,000"
4801,FL,5,1423950,87308952,64297352,1204095,1137986,13785081959310,2012.0,"$50,000 under $75,000"
4802,FL,6,848150,73423101,50281762,1291902,1439201,14609291500257,2012.0,"$75,000 under $100,000"
4803,FL,7,1274730,173372307,114266455,4258315,6248422,53793393614002,2012.0,"$100,000 under $200,000"
4804,FL,8,430430,124532687,73468290,5435804,11549916,114162663797445,2012.0,"$200,000 under $500,000"
4805,FL,9,80970,55024234,25486428,3452302,8990301,106055581716828,2012.0,"$500,000 under $1,000,000"
4806,FL,10,53190,234074299,47185663,15380150,100690775,499660623207775,2012.0,"$1,000,000 or more"
4807,GA,0,5069700,343597256,239642102,7390261,24315415,227371696864588,2012.0,No AGI Stub
4808,GA,1,170330,-6647031,802716,209536,499684,-2148817-792230,2012.0,Under $1
4809,GA,2,668730,3290542,2609066,59939,27178,-57939214612,2012.0,"$1 under $10,000"
4810,GA,3,1078620,18679972,13474816,134986,93829,-38841170256,2012.0,"$10,000 under $25,000"
4811,GA,4,1245110,44832518,36127101,255761,237186,160715684160,2012.0,"$25,000 under $50,000"
4812,GA,5,653140,40087101,31518632,338832,348061,331500609365,2012.0,"$50,000 under $75,000"
4813,GA,6,394800,34185819,25745096,377046,442847,422478540031,2012.0,"$75,000 under $100,000"
4814,GA,7,607840,82845624,62021589,1234288,1999236,18943841497426,2012.0,"$100,000 under $200,000"
4815,GA,8,203620,58355584,41327602,1522701,3525178,47319601637394,2012.0,"$200,000 under $500,000"
4816,GA,9,32230,21661141,12225590,819761,2554059,4475888649129,2012.0,"$500,000 under $1,000,000"
4817,GA,10,15290,46305986,13789894,2437411,14588157,12930884654445,2012.0,"$1,000,000 or more"
4818,HI,0,707510,49992593,31550461,2125641,3328882,14165771552374,2012.0,No AGI Stub
4819,HI,1,26620,-972334,116215,29262,45585,-336686-93020,2012.0,Under $1
4820,HI,2,80830,363842,249348,11188,3846,-1005019370,2012.0,"$1 under $10,000"
4821,HI,3,109050,1910990,1161885,25057,16732,-8776100350,2012.0,"$10,000 under $25,000"
4822,HI,4,175970,6480288,4670067,48054,44419,-1080154992,2012.0,"$25,000 under $50,000"
4823,HI,5,106280,6524634,4606593,66017,71980,22114142691,2012.0,"$50,000 under $75,000"
4824,HI,6,68270,5920457,4051522,73499,87861,33975137771,2012.0,"$75,000 under $100,000"
4825,HI,7,107430,14626738,9971386,226959,396203,193317404607,2012.0,"$100,000 under $200,000"
4826,HI,8,28180,7872420,4601552,227202,747978,510009452125,2012.0,"$200,000 under $500,000"
4827,HI,9,3450,2296099,1059182,94648,453325,324905140432,2012.0,"$500,000 under $1,000,000"
4828,HI,10,1440,4969459,1062711,1323755,1460953,68884993056,2012.0,"$1,000,000 or more"
4829,ID,0,868550,61185449,38114956,1252473,6220939,61392721687074,2012.0,No AGI Stub
4830,ID,1,28140,-1684806,131234,22630,163798,-358664-86027,2012.0,Under $1
4831,ID,2,105160,523912,416805,14335,7980,-1059729730,2012.0,"$1 under $10,000"
4832,ID,3,157400,2740317,2002794,34315,30313,1995158505,2012.0,"$10,000 under $25,000"
4833,ID,4,212060,7721879,6028602,60429,72299,62424269243,2012.0,"$25,000 under $50,000"
4834,ID,5,127600,7860648,5843163,76095,109277,114024233562,2012.0,"$50,000 under $75,000"
4835,ID,6,83680,7249231,5237936,76042,146535,147040181821,2012.0,"$75,000 under $100,000"
4836,ID,7,115640,15515011,10793799,221643,608672,643627410688,2012.0,"$100,000 under $200,000"
4837,ID,8,31290,8966047,5017313,210115,1026707,1346949311226,2012.0,"$200,000 under $500,000"
4838,ID,9,5000,3365095,1340764,106313,637845,94625499781,2012.0,"$500,000 under $1,000,000"
4839,ID,10,2570,8928115,1302546,430556,3417513,324622078545,2012.0,"$1,000,000 or more"
4840,IL,0,6297580,497796048,335935925,12768821,42701465,2384390611224244,2012.0,No AGI Stub
4841,IL,1,181640,-9306733,1013737,232860,669054,-3625472-436588,2012.0,Under $1
4842,IL,2,795930,3817710,2875317,110230,39770,-67992335905,2012.0,"$1 under $10,000"
4843,IL,3,1091710,18893855,12950444,243011,148902,-53241323642,2012.0,"$10,000 under $25,000"
4844,IL,4,1445060,52708225,40658243,448303,363108,2803591361968,2012.0,"$25,000 under $50,000"
4845,IL,5,886930,54651757,41760211,599701,532616,464830965586,2012.0,"$50,000 under $75,000"
4846,IL,6,582550,50512633,37278496,656733,647891,471600819798,2012.0,"$75,000 under $100,000"
4847,IL,7,931930,127506953,93997127,2175657,2808754,19489172253138,2012.0,"$100,000 under $200,000"
4848,IL,8,309920,88436195,63147585,2556358,4824798,50361182449540,2012.0,"$200,000 under $500,000"
4849,IL,9,48180,32454473,19819119,1387855,3449033,5218118983312,2012.0,"$500,000 under $1,000,000"
4850,IL,10,23720,78120980,22435646,4358113,29217539,141227521167943,2012.0,"$1,000,000 or more"
4851,IN,0,3337840,208082509,148213579,3440607,10064570,125704615025429,2012.0,No AGI Stub
4852,IN,1,100960,-3563725,381230,54742,292845,-1368040-264988,2012.0,Under $1
